NAME20,INTPTLAT20,INTPTLON20,Area,Building_Data_Present
"Burlington, WI",42.7044055,-88.2515959,36100825.98,FALSE
"Zachary, LA",30.653712,-91.1740131,29444686.31,FALSE
"Pinehurst (Montgomery County)--Magnolia, TX",30.1925718,-95.7224543,22562856.59,FALSE
"The Woodlands--Conroe, TX",30.2198367,-95.4883684,571707177.9,FALSE
"Whitehouse, TX",32.2216774,-95.2206759,13650273.4,FALSE
"Orange, TX",30.0858198,-93.7846212,100056865.4,FALSE
"Midlothian, TX",32.4526126,-96.9892675,64555845.42,FALSE
"Sidney, OH",40.2895266,-84.166729,27365579.81,FALSE
"Bushnell, FL",28.6679136,-82.1168434,7310385.67,FALSE
"Fairfield, IL",38.3803909,-88.369938,8511163.347,FALSE
"Winterset, IA",41.3354755,-94.0184459,5865489.38,FALSE
"Immokalee, FL",26.4265051,-81.4186842,28281666.83,FALSE
"Brunswick--St. Simons, GA",31.2024993,-81.4948755,156280684.8,FALSE
"Union Grove, WI",42.6844893,-88.0664187,9511683.67,FALSE
"Delavan, WI",42.6165123,-88.6397224,30693203.79,FALSE
"Lake Geneva, WI",42.5961355,-88.4365129,16504769.68,FALSE
"Barre--Montpelier, VT",44.2134895,-72.528308,37661828.91,FALSE
"Whitewater, WI",42.8349152,-88.7357087,12373817.25,FALSE
"Elkhorn, WI",42.6873323,-88.5430016,18129677.98,FALSE
"Covington, VA",37.7806774,-79.9830407,19572455.14,FALSE
"Olean, NY",42.0839431,-78.4351188,34809550.4,FALSE
"Dunkirk--Fredonia, NY",42.4630705,-79.3290277,33148568.58,FALSE
"Monroe, WI",42.6000611,-89.6444854,11327882.57,FALSE
"Wagoner, OK",35.9553867,-95.3824134,14005297.44,FALSE
"Garapan, MP",15.1468949,145.714895,44854771.04,FALSE
"Fort Atkinson, WI",42.9183371,-88.8436864,18167713.94,FALSE
"Lake Mills, WI",43.0783248,-88.9044303,10583674.7,FALSE
"Mayville, WI",43.496988,-88.5464809,7330749.593,FALSE
"Dyersburg, TN",36.0456631,-89.383225,33834612.11,FALSE
"Tafuna--Pago Pago, AS",-14.319633,-170.7285588,40585568.17,FALSE
"Heartland, TX",32.6721605,-96.4557617,7308099.423,FALSE
"Aransas Pass--Port Aransas--Ingleside, TX",27.901076,-97.1536233,64378698.23,FALSE
"Calumet, MI",47.2413582,-88.449228,6470031.726,FALSE
"Angleton, TX",29.170738,-95.4282623,28403924,FALSE
"Mont Belvieu, TX",29.8205416,-94.8305139,28168460.02,FALSE
"Spicer--New London, MN",45.2515108,-94.9550373,15876259.11,FALSE
"Isanti, MN",45.4903243,-93.2488442,8452730.691,FALSE
"Manhattan, IL",41.4295763,-87.9907616,7602890.048,FALSE
"Higgins Lake, MI",44.42823,-84.7097162,11728022.88,FALSE
"Buchanan, MI",41.8286318,-86.3530705,10885961.43,FALSE
"Eureka, IL",40.7139884,-89.2749491,6656360.782,FALSE
"New Philadelphia--Dover, OH",40.4892232,-81.4405015,62640862.15,FALSE
"Marysville, OH",40.2327318,-83.3650562,30319983.93,FALSE
"Lago Vista (Travis County), TX",30.446652,-97.9982584,21740996.27,FALSE
"Quincy, IL",39.9366126,-91.3731378,58985888.4,FALSE
"Orrville, OH",40.848267,-81.7768937,14039980.69,FALSE
"Upper Sandusky, OH",40.833899099999996,-83.2736496,12409250.28,FALSE
"Clewiston, FL",26.7453999,-80.930874,14760495.66,FALSE
"Lima, OH",40.7346957,-84.1283991,129807503.5,FALSE
"LaBelle, FL",26.7571659,-81.4347564,21754323.75,FALSE
"Uvalde, TX",29.216153,-99.7835974,19055860.67,FALSE
"Hinesville, GA",31.8291101,-81.6227612,96723907.89,FALSE
"Victoria, TX",28.8340133,-96.9746065,86938357.49,FALSE
"Adel, IA",41.6105298,-94.0239731,7119943.881,FALSE
"Perry, IA",41.8404622,-94.0992294,7588327.441,FALSE
"Jamestown, NY",42.1113932,-79.2140852,68733173.87,FALSE
"Marshalltown, IA",42.0327598,-92.9167999,31359255.78,FALSE
"Santa Isabel, PR",17.9707249,-66.4016704,7772480.278,FALSE
"Hillsboro, IL",39.153564,-89.4847663,10208832.83,FALSE
"Henderson, TN",35.4462769,-88.6513245,14031215.04,FALSE
"Dowagiac, MI",41.9831858,-86.1087713,9333748.489,FALSE
"Manor, TX",30.3579634,-97.5272069,13793400.45,FALSE
"Belterra, TX",30.1881691,-97.9870326,8700400.246,FALSE
"Elsa, TX",26.299313,-97.980961,16201614.53,FALSE
"Monticello, MN",45.2941027,-93.7862937,24125926.76,FALSE
"Manteno, IL",41.2481403,-87.8350083,15808882.89,FALSE
"Twin Lakes, WI--IL",42.5070331,-88.2865318,28034886.73,FALSE
"Millington, TN",35.3376378,-89.8838898,32904398.63,FALSE
"Montevallo, AL",33.0972932,-86.8663149,13193411.43,FALSE
"Marion--Herrin, IL",37.7554741,-88.9979063,86548143.92,FALSE
"Stoughton, WI",42.9289547,-89.2362492,17669442.02,FALSE
"North Windham, ME",43.8328904,-70.4334577,36764069.87,FALSE
"Boothbay Harbor, ME",43.8354841,-69.6221629,39906021.94,FALSE
"Hartselle, AL",34.4321496,-86.936707,36159703.1,FALSE
"Moundsville, WV",39.9305346,-80.7399631,11529776.35,FALSE
"Wise--Norton, VA",36.9649058,-82.5955171,28399190.2,FALSE
"Newton Falls, OH",41.1891354,-80.9638093,11874218.69,FALSE
"Huntsville Southeast, AL",34.658413,-86.4807177,27842988.83,FALSE
"Uniontown, PA",39.8944686,-79.7165552,69852627.3,FALSE
"California--Brownsville, PA",40.0234314,-79.8982596,16945554.47,FALSE
"Monessen, PA",40.1672498,-79.8893737,91252647.32,FALSE
"Griffin, GA",33.2446471,-84.2747973,73277400.62,FALSE
"Pickens, SC",34.8869616,-82.7081807,12277678.71,FALSE
"Tiltonsville--Brilliant, OH",40.1466226,-80.7096892,8419828.658,FALSE
"Bucyrus, OH",40.8037873,-82.9716799,17759116.03,FALSE
"El Campo, TX",29.1985075,-96.2766234,20293669.74,FALSE
"Dahlonega, GA",34.5403067,-83.9783873,8152077.677,FALSE
"Wapakoneta, OH",40.5701287,-84.1968388,14499639.48,FALSE
"Laredo, TX",27.538442,-99.4769497,167856822.1,FALSE
"Washington Court House, OH",39.5333903,-83.4321821,19180758.5,FALSE
"Findlay, OH",41.0497319,-83.6397018,66800034.14,FALSE
"Fort Valley, GA",32.5522106,-83.8913066,15080875.48,FALSE
"Wilmington, OH",39.4429004,-83.8133045,24648310.81,FALSE
"Nelsonville, OH",39.4601718,-82.2213677,8080239.476,FALSE
"Forsyth, GA",33.0392401,-83.9478793,13507616.58,FALSE
"Logan, OH",39.5365797,-82.4033161,11417303.3,FALSE
"Oxford, OH",39.5063765,-84.751071,18733614.76,FALSE
"Coshocton, OH",40.2636653,-81.8500198,20382431.06,FALSE
"Prestonsburg, KY",37.7101747,-82.7716431,17786284.86,FALSE
"Zapata--Medina, TX",26.8939203,-99.2636644,12847252.72,FALSE
"Alice, TX",27.7506221,-98.0734199,25980602.04,FALSE
"Eufaula, AL--GA",31.8875333,-85.1446805,18010219.29,FALSE
"Northfield, MN",44.4471448,-93.1703011,23012884.97,FALSE
"Elberton, GA",34.1088378,-82.8662546,13075034.76,FALSE
"Whiteville, NC",34.3253458,-78.7071766,12799966.41,FALSE
"Lake City, SC",33.8671787,-79.7599649,14391194.25,FALSE
"Holden Beach, NC",33.9321492,-78.2839541,51193643.05,FALSE
"Brainerd, MN",46.3613079,-94.214063,44406516.96,FALSE
"Madison, GA",33.5908189,-83.4689256,12492749.68,FALSE
"Cookeville, TN",36.164149,-85.5103178,117987126.5,FALSE
"Clearfield, PA",41.017514,-78.4383593,18613987.11,FALSE
"Oak Island, NC",33.9058692,-78.0486559,40541102.68,FALSE
"International Falls, MN",48.5918078,-93.3848792,19177415.26,FALSE
"Hastings, MN",44.7268211,-92.8607664,19158966.14,FALSE
"Claremore, OK",36.2814681,-95.6354732,39961293.67,FALSE
"Vineyard Haven--Edgartown--Oak Bluffs, MA",41.4229575,-70.5744419,46457201.49,FALSE
"Bemidji, MN",47.4845204,-94.8942295,40196221.35,FALSE
"Muskogee, OK",35.7468122,-95.3561604,79480310.07,FALSE
"Roxboro, NC",36.3961599,-78.9801239,20979012.3,FALSE
"Fairfield Glade, TN",36.0095023,-84.8857107,25990137.93,FALSE
"Devils Lake, ND",48.1125911,-98.8711157,13151157.01,FALSE
"Swansboro--Cedar Point, NC",34.6934816,-77.1695918,67265270.48,FALSE
"South Paris, ME",44.2110501,-70.5211123,10742200.91,FALSE
"Denton Southwest, TX",33.1074745,-97.2355576,18355614.1,FALSE
"Milton, VT",44.6319843,-73.1303304,14532078.12,FALSE
"Krum, TX",33.2590938,-97.2190866,8481034.518,FALSE
"Sullivan--Sylvan Beach, NY",43.161169,-75.7678288,10085386.22,FALSE
"Oscoda--Au Sable, MI",44.4548234,-83.3489853,52718740.54,FALSE
"Au Gres, MI",44.0433923,-83.6895492,10433034.82,FALSE
"Frankfort, MI",44.6376098,-86.2277588,11106800.19,FALSE
"Valparaiso--Shorewood Forest, IN",41.4775157,-87.0616155,89421067.28,FALSE
"Oronoko--Berrien Springs, MI",41.9555513,-86.3479723,9610102.825,FALSE
"West Salem, WI",43.9016194,-91.0821978,8202462.789,FALSE
"Fontana-on-Geneva Lake, WI",42.5671667,-88.5475833,35431702.58,FALSE
"Jackson, WI",43.3244026,-88.1641044,9386334.1,FALSE
"Hartford, WI",43.3202916,-88.3780373,42534953.52,FALSE
"St. Helen, MI",44.3613721,-84.4163709,9078982.799,FALSE
"Wilmington, IL",41.3042646,-88.1494914,11548891.46,FALSE
"Mattawan, MI",42.2264292,-85.7900889,16595853.15,FALSE
"Elburn, IL",41.8875566,-88.4598385,9232547.547,FALSE
"Crystal City, TX",28.6887549,-99.8267637,9183915.83,FALSE
"Edna, TX",28.9742858,-96.6505439,9569310.38,FALSE
"Crossville, TN",35.9364779,-85.0382336,72430106.6,FALSE
"Danville, IL",40.1307026,-87.6293203,74217318.22,FALSE
"Logansport, IN",40.7537349,-86.3521382,27817626.02,FALSE
"Monmouth, IL",40.9124761,-90.6448331,10813289.57,FALSE
"New Bern, NC",35.0927227,-77.071822,110379789.1,FALSE
"Coleman, TX",31.8254084,-99.4258079,7221417.776,FALSE
"Hampshire, IL",42.0941218,-88.5179709,7057713.092,FALSE
"Fond du Lac, WI",43.7798755,-88.4453124,64757421.47,FALSE
"Mobile, AL",30.6715659,-88.1591999,581844853.3,FALSE
"Middlebury, VT",44.0113838,-73.1633758,11602128.58,FALSE
"Menomonie, WI",44.8872235,-91.9090545,31659527.7,FALSE
"Eau Claire, WI",44.8496005,-91.4599127,172096956.2,FALSE
"Mascoutah, IL",38.4980768,-89.8043842,8456906.052,FALSE
"Foley--Gulf Shores, AL",30.3376758,-87.6927707,128125233.9,FALSE
"Panama City--Panama City Beach, FL",30.228195,-85.8935052,328374618.4,FALSE
"Springfield, TN",36.4942441,-86.8749583,23208811.05,FALSE
"Paw Paw Lake, MI",42.1970731,-86.2804745,21520262.66,FALSE
"Geneva, OH",41.8029455,-80.9356577,12516491.64,FALSE
"Montauk, NY",41.0472561,-71.9452992,16046116,FALSE
"Brownsville, TX",25.955911,-97.476682,167044590.3,FALSE
"Boerne, TX",29.7793023,-98.7187112,24967650.15,FALSE
"Forney, TX",32.7475423,-96.4384698,51153564.02,FALSE
"Oneida, NY",43.0836136,-75.6371691,16483655.48,FALSE
"Harrison, AR",36.2451255,-93.1190678,32154101.66,FALSE
"Oklahoma City, OK",35.4968689,-97.5355708,1112167526,FALSE
"Gun Barrel City, TX",32.2724615,-96.1146768,47733178.53,FALSE
"Rome, NY",43.2327725,-75.4355182,44936001.89,FALSE
"Chickasha, OK",35.0332059,-97.9489497,25374769.22,FALSE
"Saranac Lake, NY",44.3206121,-74.1273898,8691855.066,FALSE
"Utica, NY",43.089848,-75.2659335,135290878,FALSE
"Branson, MO",36.64692,-93.247916,91330204.63,FALSE
"Forsyth, MO",36.7104061,-93.1752581,17132541.91,FALSE
"Fayetteville--Springdale--Rogers, AR--MO",36.2626668,-94.1843228,519787216.4,FALSE
"Toccoa, GA",34.5687287,-83.3136611,32702371.5,FALSE
"Corsicana, TX",32.0899887,-96.4700252,40548875.57,FALSE
"Vidalia, GA",32.2096523,-82.3807934,40603218.69,FALSE
"Cherokee, IA",42.7515449,-95.5511767,8130354.942,FALSE
"Augusta, ME",44.3238561,-69.807516,58613081.9,FALSE
"Litchfield, MN",45.126832,-94.5224086,10146938.48,FALSE
"Bay City, TX",28.9851259,-95.9512116,27014155.08,FALSE
"Leitchfield, KY",37.4844121,-86.2833855,14164312.9,FALSE
"Kaplan, LA",30.0054104,-92.2837878,6554929.083,FALSE
"Westville, IN",41.5429773,-86.9008975,5449886.999,FALSE
"Dover, DE",39.146316,-75.5481144,189950037.8,FALSE
"Harrington, DE",38.9224665,-75.5644498,8724051.571,FALSE
"Bellefontaine, OH",40.3593867,-83.7531112,16085094.82,FALSE
"Canton, MS",32.5385494,-90.1280759,65409041.13,FALSE
"Columbus, NE",41.4360487,-97.3450628,35478795.27,FALSE
"Russells Point, OH",40.5103677,-83.9152192,16270578.2,FALSE
"Harrisburg, SD",43.4316508,-96.7055545,6334691.76,FALSE
"Otsego--Plainwell, MI",42.4521084,-85.6671453,22791473.11,FALSE
"Douglas, MI",42.6532307,-86.1968772,12362591.41,FALSE
"Tea, SD",43.4536865,-96.8241206,8445545.407,FALSE
"Longview, TX",32.5060786,-94.7592575,234680069.7,FALSE
"Coxsackie, NY",42.3533436,-73.8209341,9782617.513,FALSE
"Catskill, NY",42.2128254,-73.8696118,16859655.9,FALSE
"El Reno, OK",35.5208584,-97.9564892,22584459.49,FALSE
"Ilion--Herkimer, NY",43.0077153,-75.0504009,21089834.69,FALSE
"Norman, OK",35.2126742,-97.4418559,120473374.1,FALSE
"Mount Pleasant, TX",33.1672055,-94.9763378,33835823.28,FALSE
"Ponca City, OK",36.7177604,-97.0696584,47337224.06,FALSE
"Pauls Valley, OK",34.7353929,-97.2273805,8189266.095,FALSE
"Purcell, OK",35.0128432,-97.3576175,12442723.94,FALSE
"East Stroudsburg--Stroudsburg, PA",41.0108177,-75.2348416,101662638.2,FALSE
"Port Jervis, NY--PA",41.3822465,-74.7035425,20272620.59,FALSE
"Gilmer, TX",32.7302517,-94.9469677,10627231.71,FALSE
"Prairie Grove, AR",35.9814006,-94.3122646,6263162.425,FALSE
"Saratoga Springs, NY",43.0896304,-73.7661699,144499372.5,FALSE
"Glens Falls, NY",43.3422435,-73.660113,141503361.6,FALSE
"Cortland, NY",42.6002833,-76.1914013,26910854.46,FALSE
"Binghamton, NY",42.1085203,-75.9642314,188537401.7,FALSE
"Mineola, TX",32.6727266,-95.490657,14800715.97,FALSE
"Gloversville, NY",43.0534635,-74.325471,40265009.63,FALSE
"Greenfield, OH",39.3502941,-83.3907359,4409822.683,FALSE
"Macon-Bibb County, GA",32.844701,-83.676551,259235789.9,FALSE
"Cambridge, MN",45.5610113,-93.2208915,15976833.49,FALSE
"Beebe, AR",35.0704101,-91.8925101,11586695.32,FALSE
"Rochelle, IL",41.9197811,-89.0675165,24829590.31,FALSE
"Byron, IL",42.1299333,-89.2614801,9279273.394,FALSE
"Bolivar, MO",37.6060267,-93.4147046,15343668.68,FALSE
"Tahlequah, OK",35.9046392,-94.9730536,30855430.06,FALSE
"Center, TX",31.7904052,-94.1752344,17584161.42,FALSE
"Jersey Shore, PA",41.1838657,-77.3195911,19070358.45,FALSE
"Helena-West Helena, AR",34.5419744,-90.6333905,15827665.79,FALSE
"Harrison, OH--IN",39.2563118,-84.7845633,19373883.76,FALSE
"Williamsburg, VA",37.2836614,-76.7461072,183603067.2,FALSE
"Oakland, TN",35.224771,-89.5147805,20644561.39,FALSE
"Shenandoah--Frackville, PA",40.7986696,-76.2144386,7756355.463,FALSE
"Lake Delton, WI",43.6036978,-89.7892583,25941675.31,FALSE
"Hudson, WI--MN",44.9676758,-92.7391738,37337513.78,FALSE
"Conesus Lake, NY",42.8027562,-77.7009194,25476708.41,FALSE
"Montrose, MN",45.0759849,-93.9200191,9082061.932,FALSE
"Shamokin--Mount Carmel, PA",40.7843306,-76.5672269,20453528.62,FALSE
"Breaux Bridge, LA",30.2891698,-91.874349,55873734.49,FALSE
"Brockport, NY",43.2183498,-77.9359805,16777130.14,FALSE
"Osage Beach, MO",38.132046,-92.6699255,36070271.68,FALSE
"Ocean Pines--Ocean City, MD--DE",38.3783665,-75.1631705,80146936.83,FALSE
"Fort Leonard Wood--St. Robert--Waynesville, MO",37.7569084,-92.1269849,67819227.42,FALSE
"Palmyra, NY",43.0578082,-77.235819,6267931.623,FALSE
"Perry, OK",36.295406,-97.2892608,7764659.757,FALSE
"Lindale--Hideaway, TX",32.4656947,-95.4101692,33195488.87,FALSE
"Amsterdam, NY",42.9526063,-74.1920528,26884780.75,FALSE
"Middletown, NY",41.4405982,-74.3874418,67585877.3,FALSE
"Sidney, NY",42.3083377,-75.3977886,7298554.063,FALSE
"Bartlesville, OK",36.7492696,-95.9438636,51201865.31,FALSE
"Tyler, TX",32.3164868,-95.3131255,213365194.1,FALSE
"Athens, TX",32.1981326,-95.8499657,24203428.52,FALSE
"Liberty, NY",41.7967074,-74.7533782,7948305.252,FALSE
"Culpeper, VA",38.4721013,-78.0016886,24333923.57,FALSE
"Tupper Lake, NY",44.2281609,-74.4645446,6000781.463,FALSE
"Greenville, TX",33.112637,-96.1023465,44876024.48,FALSE
"Sinton, TX",28.0339679,-97.5071569,6005416.279,FALSE
"Henryetta, OK",35.4467635,-95.9805412,13518656.67,FALSE
"Ashland, OH",40.8658652,-82.3183393,25608683.79,FALSE
"Mathis, TX",28.102217,-97.8310565,8399923.548,FALSE
"Morris, MN",45.5852786,-95.90778,8709385.584,FALSE
"Hastings, NE",40.5939445,-98.3841334,33575960.54,FALSE
"Greenwood, MS",33.515505,-90.1759146,27725639.34,FALSE
"Stewartville, MN",43.8600939,-92.4878897,7030263.659,FALSE
"Hudson, NY",42.2584778,-73.7615739,16764909.47,FALSE
"LaGrange, GA",33.0367281,-85.0418453,81612246.37,FALSE
"Rochester, MN",44.015956,-92.4755361,134283182,FALSE
"Williamston, NC",35.8438267,-77.0694779,12313676.53,FALSE
"Wahoo, NE",41.2124195,-96.6205572,5779670.491,FALSE
"Clover, SC",35.1085175,-81.2216165,13471165.24,FALSE
"Shawano, WI",44.7778938,-88.5860189,28796547.47,FALSE
"Arcadia, FL",27.208552,-81.8525239,25925302.95,FALSE
"Orangetree, FL",26.2899092,-81.5667819,26095836.55,FALSE
"Four Corners, FL",28.2346638,-81.677666,229313830.5,FALSE
"Burnt Store Marina, FL",26.7780277,-82.0410612,11873353.46,FALSE
"Kimberling City, MO",36.634163,-93.4332692,24217785.59,FALSE
"Sugarmill Woods, FL",28.7357137,-82.5332349,40741040.04,FALSE
"Poinciana Southwest, FL",28.058034,-81.5139084,30774263.43,FALSE
"Malone, NY",44.8522394,-74.2919014,9110079.282,FALSE
"Monticello, NY",41.6532108,-74.6766476,27117463.24,FALSE
"College Station--Bryan, TX",30.6238125,-96.3342046,211578134.1,FALSE
"Lynchburg, VA",37.3899992,-79.20133,239122241,FALSE
"Orange, VA",38.2464693,-78.1110257,7673787.686,FALSE
"Owego, NY",42.1080945,-76.2599198,8889094.882,FALSE
"Durant, OK",33.9924682,-96.3980152,31144086.25,FALSE
"Ardmore, OK",34.1776877,-97.1373805,39257651.82,FALSE
"Hugo, OK",34.0074315,-95.5082447,10281545.23,FALSE
"Brenham, TX",30.1640083,-96.3988153,26663442.12,FALSE
"Navasota, TX",30.3818241,-96.0864765,18385654.07,FALSE
"McAlester, OK",34.9224579,-95.7497249,40235095.65,FALSE
"Liberty, TX",30.0717716,-94.7846266,13918971.07,FALSE
"Holdenville, OK",35.0833042,-96.3947661,6501685.684,FALSE
"Lake Conroe Westshore, TX",30.3792641,-95.6298802,56170161.82,FALSE
"Dayton, TX",30.0429119,-94.8942905,14002996.81,FALSE
"Crockett, TX",31.3135234,-95.4537117,16989953.62,FALSE
"Ada, OK",34.7750528,-96.6737958,36939725.91,FALSE
"Livingston, TX",30.7143348,-94.9369241,17881461.58,FALSE
"Wheeling, WV--OH",40.0560615,-80.7253551,99921490.12,FALSE
"Buffalo, MN",45.1838117,-93.8543998,24320868.89,FALSE
"Keene, NH",42.9389116,-72.288129,38072615.27,FALSE
"Cold Spring, MN",45.452442,-94.4192738,8316490.646,FALSE
"Union, MO",38.4551023,-91.0098339,19440356.99,FALSE
"Zimmerman, MN",45.4441991,-93.5963294,10418243.62,FALSE
"Sauk Centre, MN",45.7423787,-94.9412847,12870828.48,FALSE
"St. Clair, MO",38.3440902,-90.984644,10475808.3,FALSE
"Washington, MO",38.5476913,-91.0133292,20478395.44,FALSE
"Sandersville, GA",32.9699264,-82.8070291,21653139.52,FALSE
"Mineral Wells, TX",32.8056915,-98.0983525,23003271.73,FALSE
"Watertown, SD",44.9009216,-97.1134602,32081866.37,FALSE
"Redwood Falls, MN",44.5407572,-95.1035515,8533534.795,FALSE
"Mount Horeb, WI",43.0072627,-89.730771,7731689.571,FALSE
"Harrisonville, MO",38.6485411,-94.3505363,17789965.98,FALSE
"Oregon, WI",42.9231903,-89.3876812,11720168.86,FALSE
"Ashland, WI",46.5872605,-90.8779254,10938722.39,FALSE
"Madison, WI",43.0419689,-89.4922081,391041784.7,FALSE
"Platteville, WI",42.7349764,-90.4750823,11473573.28,FALSE
"Collinsville, OK",36.367205,-95.8451522,8937806.629,FALSE
"Jewett City, CT",41.6125041,-71.9722008,7328494.62,FALSE
"Smithville, MO",39.3968687,-94.5709873,17920089.39,FALSE
"Grissom AFB, IN",40.6571281,-86.1454254,11158704.23,FALSE
"Whiteman AFB--Knob Noster, MO",38.733116,-93.5531578,18934502.91,FALSE
"Louisville/Jefferson County, KY--IN",38.2226166,-85.6873443,1058544841,FALSE
"Cresson, PA",40.4675457,-78.5766613,10052869.2,FALSE
"Key Largo, FL",25.1172208,-80.4346617,43975799.14,FALSE
"Ellwood City, PA",40.8529541,-80.2807352,19384485.7,FALSE
"Athens, OH",39.332266,-82.1048731,24855599.88,FALSE
"Middleport, OH--WV",38.9749034,-81.9366311,15725495.42,FALSE
"Idabel, OK",33.8908202,-94.8266346,10833355.78,FALSE
"New Martinsville, WV--OH",39.6456149,-80.8639423,10148337.78,FALSE
"Morgantown, WV",39.6412261,-79.9264124,108088207.1,FALSE
"Charleston, WV",38.3550314,-81.6657381,261430595.6,FALSE
"Cullowhee, NC",35.3200039,-83.1919597,15791979.78,FALSE
"Logan, WV",37.8491458,-81.9936633,18180939.44,FALSE
"Parkersburg, WV--OH",39.2672946,-81.5608765,107810918,FALSE
"Broadway--Timberville, VA",38.6158446,-78.7895719,9393926.177,FALSE
"Clarksburg, WV",39.268646,-80.334949,55141068.22,FALSE
"Strasburg, VA",39.0033912,-78.3495426,10694480.22,FALSE
"Elkton, VA",38.4021539,-78.6174956,12510010.61,FALSE
"Elkins, WV",38.9357991,-79.855896,18442388,FALSE
"Bluefield, WV--VA",37.2695283,-81.2558892,100605793.5,FALSE
"Fairmont, WV",39.4644983,-80.1586013,54109799.87,FALSE
"Grafton, WV",39.337188,-80.0312355,9363561.303,FALSE
"Carthage, MO",37.1660546,-94.3202503,22266161.36,FALSE
"Jesup, GA",31.6083991,-81.8988044,31001114.18,FALSE
"Thomson, GA",33.4800099,-82.5007142,21766884.59,FALSE
"Dublin, GA",32.5411852,-82.9187632,53341510.92,FALSE
"Pleasant Hill, MO",38.7995425,-94.261043,12533910.28,FALSE
"Watertown, NY",44.0284588,-75.7960726,84236042.68,FALSE
"Winona, MN",44.0499895,-91.673357,35610701.82,FALSE
"McAllen, TX",26.2377191,-98.1832873,846581652.4,FALSE
"Syracuse, NY",43.0947083,-76.1544195,482434022.1,FALSE
"Americus, GA",32.0773993,-84.2197315,28590636.66,FALSE
"Lake Holiday, IL",41.617679,-88.6731635,12387156.18,FALSE
"Lake Placid, FL",27.2623754,-81.3410593,70289096.28,FALSE
"St. James, NC",33.945957,-78.1160869,23248661.96,FALSE
"Pinehurst--Southern Pines, NC",35.1827107,-79.4324474,126711003.3,FALSE
"Lexington Park--California--Chesapeake Ranch Estates, MD",38.3042422,-76.4880862,126244539.9,FALSE
"Leonardtown, MD",38.2924283,-76.6441809,16158608.88,FALSE
"Buckhannon, WV",38.9818183,-80.2280552,16853532.97,FALSE
"Cairo, GA",30.8760647,-84.2047367,20981983.54,FALSE
"Beckley, WV",37.7891844,-81.229955,139397804.1,FALSE
"Fergus Falls, MN",46.2886492,-96.0771174,21341259.9,FALSE
"Fredericksburg, TX",30.27382,-98.8692494,20291104.3,FALSE
"Cameron, TX",30.8589844,-96.9769085,9070932.128,FALSE
"Lewisburg, WV",37.7939908,-80.4442335,18435186.08,FALSE
"Rockdale, TX",30.6542043,-97.0124985,8550751.086,FALSE
"Sparta, WI",43.939721,-90.8114753,13478382.55,FALSE
"Baraboo, WI",43.4685404,-89.7487664,17732088.85,FALSE
"Wausau, WI",44.9013083,-89.6335054,134905733.5,FALSE
"Marshfield, WI",44.6633058,-90.1665859,29185994.38,FALSE
"Rhinelander, WI",45.6442175,-89.4191085,28930649.56,FALSE
"Richland Center, WI",43.3386867,-90.3847012,7532770.335,FALSE
"Viroqua, WI",43.5584336,-90.8906948,5171913.358,FALSE
"Canton, NY",44.5969425,-75.1678413,5981869.259,FALSE
"Kerrville, TX",30.0600599,-99.147409,56953912.63,FALSE
"West Plains, MO",36.737615,-91.8702299,26560520.29,FALSE
"Ogdensburg, NY",44.6978883,-75.4702911,12967103.18,FALSE
"Mountain Home, AR",36.3375692,-92.387529,41819285.75,FALSE
"Potsdam, NY",44.6708309,-74.9834628,7830831.353,FALSE
"Anadarko, OK",35.0711017,-98.24162,5450705.581,FALSE
"Perryville, MO",37.7267072,-89.8690724,14805399.79,FALSE
"Ithaca, NY",42.4588739,-76.4924159,64151129.19,FALSE
"Polk City, IA",41.7716926,-93.7255523,6017098.447,FALSE
"Staunton--Waynesboro, VA",38.0784181,-78.9113564,101842930.2,FALSE
"Nacogdoches, TX",31.6082836,-94.6532993,64959814.93,FALSE
"Reedsburg, WI",43.5354027,-89.9933045,14860615.61,FALSE
"Thief River Falls, MN",48.1135339,-96.174341,14005662.77,FALSE
"Jamestown, ND",46.9112417,-98.7021033,24416355.53,FALSE
"Camden, AR",33.5857065,-92.856741,28620585.4,FALSE
"Mitchell, SD",43.7192013,-98.0318604,26363900.69,FALSE
"New Tazewell--Tazewell, TN",36.4468062,-83.59217,17260247.26,FALSE
"Chisholm, MN",47.4917736,-92.8862578,5721347.028,FALSE
"De Queen, AR",34.0453687,-94.3447458,12513633.97,FALSE
"Dickson, TN",36.0602355,-87.364102,42770814.93,FALSE
"Butler, PA",40.863328,-79.9244425,74100614.56,FALSE
"Slippery Rock, PA",41.0518999,-80.0401558,11738703.44,FALSE
"Hibbing, MN",47.4106559,-92.9337838,17839658.04,FALSE
"Wellington, OH",41.1647812,-82.2220024,7944308.373,FALSE
"Edinboro, PA",41.8839917,-80.1232534,6506926.457,FALSE
"Lebanon, PA",40.3438068,-76.4005943,85098586.54,FALSE
"Erie, PA",42.0888667,-80.1126924,190541077.4,FALSE
"Belle Plaine, MN",44.6180655,-93.7597058,9201816.929,FALSE
"Ashville, OH",39.7141592,-82.9744959,9860525.19,FALSE
"Waverly, OH",39.1237541,-82.999834,11908765.96,FALSE
"Warwick, NY",41.2552441,-74.3547216,7568576.977,FALSE
"Clinton, MO",38.3698247,-93.7665595,15860492.73,FALSE
"Lawton, OK",34.6196668,-98.4251349,121442738,FALSE
"Sweetwater, TX",32.4686697,-100.4060446,19552084.74,FALSE
