NAME20,INTPTLAT20,INTPTLON20,Area,,,,,,,,,,,,,,,,,,,,,,
"Lexington, VA",+37.7921330,-079.4309715,13805587.25,,,,,,,,,,,,,,,,,,,,,,
"Worthington, MN",+43.6218115,-095.6054583,17290302.46,,,,,,,,,,,,,,,,,,,,,,
"Norfolk, NE",+42.0344952,-097.4183557,33275200.75,,,,,,,,,,,,,,,,,,,,,,
"Dayton, OH",+39.7321771,-084.1760241,835318697.9,,,,,,,,,,,,,,,,,,,,,,
"Savannah, GA",+32.0507994,-081.1682496,542120053,,,,,,,,,,,,,,,,,,,,,,
"Mansfield, OH",+40.7592454,-082.5273344,123742587.7,,,,,,,,,,,,,,,,,,,,,,
"Bellevue, OH",+41.2770741,-082.8445801,11759195.21,,,,,,,,,,,,,,,,,,,,,,
"Cordele, GA",+31.9653381,-083.7738227,22341841.45,,,,,,,,,,,,,,,,,,,,,,
"Shelby, OH",+40.8824405,-082.6613279,13133472.92,,,,,,,,,,,,,,,,,,,,,,
"Grinnell, IA",+41.7427903,-092.7249354,11332418.33,,,,,,,,,,,,,,,,,,,,,,
"Harlan, IA",+41.6505831,-095.3260295,6729755.096,,,,,,,,,,,,,,,,,,,,,,
"Tarboro, NC",+35.9036834,-077.5474556,21562982.06,,,,,,,,,,,,,,,,,,,,,,
"Philipsburg, PA",+40.8906417,-078.2325566,13324268.91,,,,,,,,,,,,,,,,,,,,,,
"Manning, SC",+33.6932833,-080.2182421,10047108.95,,,,,,,,,,,,,,,,,,,,,,
"Clarion, PA",+41.1911238,-079.3792274,8777381.031,,,,,,,,,,,,,,,,,,,,,,
"Hartsville, SC",+34.3728046,-080.0882190,34031322.87,,,,,,,,,,,,,,,,,,,,,,
"Kingsport, TN--VA",+36.5198939,-082.5446402,246201157.9,,,,,,,,,,,,,,,,,,,,,,
"Lexington, TN",+35.6575220,-088.3922740,17238860.4,,,,,,,,,,,,,,,,,,,,,,
"Florence, SC",+34.2042833,-079.8090122,177708147.4,,,,,,,,,,,,,,,,,,,,,,
"Dillon, SC",+34.4258842,-079.3626612,16488394.85,,,,,,,,,,,,,,,,,,,,,,
"Lock Haven, PA",+41.1266853,-077.4545398,21305704.05,,,,,,,,,,,,,,,,,,,,,,
"Lee, MA",+42.3582569,-073.2816855,32950736.65,,,,,,,,,,,,,,,,,,,,,,
"Providence, RI--MA",+41.8016313,-071.3780003,1495851240,,,,,,,,,,,,,,,,,,,,,,
"Winnsboro, SC",+34.3707882,-081.0882197,9985882.917,,,,,,,,,,,,,,,,,,,,,,
"Jasper, TX",+30.9194945,-093.9987738,22125023.12,,,,,,,,,,,,,,,,,,,,,,
"Myrtle Beach--North Myrtle Beach, SC--NC",+33.7671842,-078.8533224,579111959.8,,,,,,,,,,,,,,,,,,,,,,
"Jefferson City, MO",+38.5690859,-092.2248080,89489636.29,,,,,,,,,,,,,,,,,,,,,,
"Nashua, NH--MA",+42.8280847,-071.5005451,515829385.8,,,,,,,,,,,,,,,,,,,,,,
"Richmond, VA",+37.4853863,-077.4840799,1354196111,,,,,,,,,,,,,,,,,,,,,,
"Arkadelphia, AR",+34.1262486,-093.0689452,16052723.44,,,,,,,,,,,,,,,,,,,,,,
"Columbus, WI",+43.3437539,-089.0282689,10657044.64,,,,,,,,,,,,,,,,,,,,,,
"Heber Springs, AR",+35.5008467,-092.0488888,20177265.07,,,,,,,,,,,,,,,,,,,,,,
"Chelsea, MI",+42.3113924,-084.0194160,9320953.109,,,,,,,,,,,,,,,,,,,,,,
"Trenton, NJ",+40.2455877,-074.6764271,351340525.9,,,,,,,,,,,,,,,,,,,,,,
"Wahpeton, ND--MN",+46.2699053,-096.6022050,18493074,,,,,,,,,,,,,,,,,,,,,,
"Lorain--Elyria, OH",+41.4158403,-082.1466539,236983093.6,,,,,,,,,,,,,,,,,,,,,,
"Kenosha, WI",+42.5711391,-087.8735031,146121981.6,,,,,,,,,,,,,,,,,,,,,,
"Charlevoix, MI",+45.3190864,-085.2520134,10798769.29,,,,,,,,,,,,,,,,,,,,,,
"Norwalk, OH",+41.2530423,-082.6091006,25690980.09,,,,,,,,,,,,,,,,,,,,,,
"Richlands, VA",+37.0841955,-081.7943239,21736478.1,,,,,,,,,,,,,,,,,,,,,,
"Racine, WI",+42.7381829,-087.8328396,136726104.8,,,,,,,,,,,,,,,,,,,,,,
"Ennis, TX",+32.3281894,-096.6317522,33065535.68,,,,,,,,,,,,,,,,,,,,,,
"Columbus, OH",+40.0204692,-082.9708034,1357217766,,,,,,,,,,,,,,,,,,,,,,
"Berlin, NH",+44.4820254,-071.1629101,13243008.74,,,,,,,,,,,,,,,,,,,,,,
"Pella, IA",+41.4073928,-092.9173869,18032444.93,,,,,,,,,,,,,,,,,,,,,,
"Red Oak, IA",+41.0151158,-095.2246645,7452401.737,,,,,,,,,,,,,,,,,,,,,,
"Pahokee, FL",+26.8196888,-080.6549173,10503552.74,,,,,,,,,,,,,,,,,,,,,,
"Ottawa, OH",+41.0227627,-084.0428403,12560961.6,,,,,,,,,,,,,,,,,,,,,,
"Springfield, IL",+39.7876885,-089.6489661,212294847.8,,,,,,,,,,,,,,,,,,,,,,
"Delphos, OH",+40.8446569,-084.3361289,8975134.615,,,,,,,,,,,,,,,,,,,,,,
"Le Mars, IA",+42.7839911,-096.1711853,14161826.65,,,,,,,,,,,,,,,,,,,,,,
"Pittsfield, MA",+42.4623848,-073.2353794,83044469.03,,,,,,,,,,,,,,,,,,,,,,
"Fulton, MO",+38.8508053,-091.9521879,22692774.34,,,,,,,,,,,,,,,,,,,,,,
"Manchester, NH",+42.9921561,-071.4743764,213763825.8,,,,,,,,,,,,,,,,,,,,,,
"Merrill, WI",+45.1785694,-089.7025107,21126656.9,,,,,,,,,,,,,,,,,,,,,,
"Mauldin--Simpsonville, SC",+34.7666525,-082.2559376,264322849.1,,,,,,,,,,,,,,,,,,,,,,
"Beaumont, TX",+30.1107623,-094.1293162,252872664.4,,,,,,,,,,,,,,,,,,,,,,
"New Prague, MN",+44.5454193,-093.5740109,8437364.235,,,,,,,,,,,,,,,,,,,,,,
"Blair, NE",+41.5369274,-096.1225412,21189684.12,,,,,,,,,,,,,,,,,,,,,,
"Jackson, TN",+35.6619138,-088.8228437,123757535.3,,,,,,,,,,,,,,,,,,,,,,
"Charlottesville, VA",+38.0466191,-078.4732184,96287108.35,,,,,,,,,,,,,,,,,,,,,,
"Cruz Bay, VI",+18.3257699,-064.7775775,8091728.209,,,,,,,,,,,,,,,,,,,,,,
"Hannibal, MO",+39.7090986,-091.3894160,27500236.2,,,,,,,,,,,,,,,,,,,,,,
"Greenwood, SC",+34.2007077,-082.1699197,92663643.61,,,,,,,,,,,,,,,,,,,,,,
"Lancaster, OH",+39.7351744,-082.6049998,52127492.91,,,,,,,,,,,,,,,,,,,,,,
"Newark, OH",+40.0216365,-082.4498857,123098972.6,,,,,,,,,,,,,,,,,,,,,,
"Magnolia, AR",+33.2739389,-093.2298275,22824193.08,,,,,,,,,,,,,,,,,,,,,,
"Ada, OH",+40.7679529,-083.8250642,5425265.319,,,,,,,,,,,,,,,,,,,,,,
"Kenton, OH",+40.6461164,-083.6057606,11081415.72,,,,,,,,,,,,,,,,,,,,,,
"Morrilton, AR",+35.1596591,-092.7410539,14984658.25,,,,,,,,,,,,,,,,,,,,,,
"Alexander City, AL",+32.9434922,-085.9621419,25390795.98,,,,,,,,,,,,,,,,,,,,,,
"Asheville, NC",+35.5055673,-082.5214152,648764690.1,,,,,,,,,,,,,,,,,,,,,,
"Pottsville, PA",+40.6908499,-076.2072586,33652731.99,,,,,,,,,,,,,,,,,,,,,,
"Hutchinson, MN",+44.8873013,-094.3768385,21655759.04,,,,,,,,,,,,,,,,,,,,,,
"Neosho, MO",+36.8472858,-094.3833668,25300473.39,,,,,,,,,,,,,,,,,,,,,,
"Pearsall, TX",+28.8991693,-099.0992120,14015161.82,,,,,,,,,,,,,,,,,,,,,,
"Bonham, TX",+33.5873177,-096.1814863,13023805.42,,,,,,,,,,,,,,,,,,,,,,
"Mount Pleasant, MI",+43.5944779,-084.7600535,38701937.37,,,,,,,,,,,,,,,,,,,,,,
"Glencoe, MN",+44.7695661,-094.1510270,8288993.304,,,,,,,,,,,,,,,,,,,,,,
"Abilene, KS",+38.9210604,-097.2207543,9428699.781,,,,,,,,,,,,,,,,,,,,,,
"Warner Robins, GA",+32.5898891,-083.6580427,230418624.9,,,,,,,,,,,,,,,,,,,,,,
"Ottawa, IL",+41.3494616,-088.8404845,27285949.29,,,,,,,,,,,,,,,,,,,,,,
"Paris, TX",+33.6641672,-095.5327121,45556457.24,,,,,,,,,,,,,,,,,,,,,,
"Cape Coral, FL",+26.6079911,-081.8535636,961077747.8,,,,,,,,,,,,,,,,,,,,,,
"Russellville, AR",+35.2701510,-093.1330954,50407646.45,,,,,,,,,,,,,,,,,,,,,,
"Celina, OH",+40.5533456,-084.5573444,15946235.02,,,,,,,,,,,,,,,,,,,,,,
"Cochran, GA",+32.3902382,-083.3466078,14417588.51,,,,,,,,,,,,,,,,,,,,,,
"Paola, KS",+38.5761286,-094.8718439,8135543.152,,,,,,,,,,,,,,,,,,,,,,
"Terre Haute, IN",+39.4620483,-087.3763751,122311724.7,,,,,,,,,,,,,,,,,,,,,,
"Roanoke Rapids, NC",+36.4509421,-077.6563952,41044154.86,,,,,,,,,,,,,,,,,,,,,,
"Macomb, IL",+40.4601969,-090.6757000,22666945.46,,,,,,,,,,,,,,,,,,,,,,
"Mount Airy, NC",+36.5116344,-080.6126627,53107323.73,,,,,,,,,,,,,,,,,,,,,,
"Boonville, IN",+38.0468472,-087.2709355,7360503.613,,,,,,,,,,,,,,,,,,,,,,
"Schuyler, NE",+41.4487621,-097.0603370,6795659.414,,,,,,,,,,,,,,,,,,,,,,
"Christiansted--Frederiksted, VI",+17.7299289,-064.7598651,89207655.94,,,,,,,,,,,,,,,,,,,,,,
"Alvarado, TX",+32.4123363,-097.2166972,8135405.589,,,,,,,,,,,,,,,,,,,,,,
"Kirksville, MO",+40.1991706,-092.5775526,22317637.94,,,,,,,,,,,,,,,,,,,,,,
"Marshall, MN",+44.4482239,-095.7885178,21477709.94,,,,,,,,,,,,,,,,,,,,,,
"Marinette--Menominee, WI--MI",+45.0956919,-087.6498541,40197551.05,,,,,,,,,,,,,,,,,,,,,,
"Pecan Plantation, TX",+32.3634016,-097.6652195,21082873.88,,,,,,,,,,,,,,,,,,,,,,
"Sevierville, TN",+35.8551013,-083.5494562,120196515.9,,,,,,,,,,,,,,,,,,,,,,
"Mexico, MO",+39.1673924,-091.8869137,17538251.81,,,,,,,,,,,,,,,,,,,,,,
"Fredericksburg, VA",+38.2844337,-077.4973961,235274761.4,,,,,,,,,,,,,,,,,,,,,,
"Valley City, ND",+46.9214485,-098.0029741,9638518.821,,,,,,,,,,,,,,,,,,,,,,
"Marquette, MI",+46.5320757,-087.4045045,33001953.56,,,,,,,,,,,,,,,,,,,,,,
"Concord, NH",+43.2642259,-071.5810638,71039144.95,,,,,,,,,,,,,,,,,,,,,,
"Monticello, AR",+33.6271848,-091.7935700,20223816.16,,,,,,,,,,,,,,,,,,,,,,
"Wayne, NE",+42.2374815,-097.0088621,8113277.925,,,,,,,,,,,,,,,,,,,,,,
"Charlotte, NC--SC",+35.2275363,-080.8065590,1729909171,,,,,,,,,,,,,,,,,,,,,,
"Galveston--Texas City, TX",+29.3646346,-094.9975890,290248294.9,,,,,,,,,,,,,,,,,,,,,,
"Omaha, NE--IA",+41.2320705,-096.0350541,714269874.3,,,,,,,,,,,,,,,,,,,,,,
"Port St. Lucie, FL",+27.2618996,-080.2940923,694354966.5,,,,,,,,,,,,,,,,,,,,,,
"Statesboro, GA",+32.4266375,-081.7925280,75090786.51,,,,,,,,,,,,,,,,,,,,,,
"Miami--Fort Lauderdale, FL",+26.1961813,-080.2303945,3449444413,,,,,,,,,,,,,,,,,,,,,,
"Milwaukee, WI",+43.0512232,-088.0851008,1227046877,,,,,,,,,,,,,,,,,,,,,,
"Columbia, SC",+34.0277520,-081.0881803,970054686.1,,,,,,,,,,,,,,,,,,,,,,
"Erwin, TN",+36.1439972,-082.4087350,15359956.95,,,,,,,,,,,,,,,,,,,,,,
"Bristol, TN--VA",+36.6074028,-082.1466997,178366518,,,,,,,,,,,,,,,,,,,,,,
"Monett, MO",+36.9205855,-093.9212709,14965653.39,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin Rapids, WI",+44.3702031,-089.8138241,57081661.61,,,,,,,,,,,,,,,,,,,,,,
"Lancaster, SC",+34.7023145,-080.7732236,58009002.24,,,,,,,,,,,,,,,,,,,,,,
"Texarkana, TX--AR",+33.4406474,-094.0683545,173593112.1,,,,,,,,,,,,,,,,,,,,,,
"Evansville, WI",+42.7784006,-089.2986174,7260022.367,,,,,,,,,,,,,,,,,,,,,,
"Laurens, SC",+34.4994870,-082.0158046,25065174.19,,,,,,,,,,,,,,,,,,,,,,
"Martin, TN",+36.3405996,-088.8582183,20815317.55,,,,,,,,,,,,,,,,,,,,,,
"Edgerton, WI",+42.8388558,-089.0559905,16527988.26,,,,,,,,,,,,,,,,,,,,,,
"Janesville, WI",+42.6922491,-089.0055361,96332064.82,,,,,,,,,,,,,,,,,,,,,,
"Orangeburg, SC",+33.5025185,-080.8627837,69184918.43,,,,,,,,,,,,,,,,,,,,,,
"Marion, SC",+34.1782810,-079.3903365,14064795.69,,,,,,,,,,,,,,,,,,,,,,
"Goldsboro, NC",+35.3798665,-077.9830214,138090297.5,,,,,,,,,,,,,,,,,,,,,,
"Hot Springs Village, AR",+34.6552288,-092.9514950,58291294.6,,,,,,,,,,,,,,,,,,,,,,
"Conway, AR",+35.0687966,-092.4474126,85878202.36,,,,,,,,,,,,,,,,,,,,,,
"Claremont, NH",+43.3720834,-072.3491860,15545010.63,,,,,,,,,,,,,,,,,,,,,,
"Hot Springs, AR",+34.4760765,-093.0791326,142187502.9,,,,,,,,,,,,,,,,,,,,,,
"Shelby, NC",+35.2925747,-081.5229997,66032946.75,,,,,,,,,,,,,,,,,,,,,,
"Oil City, PA",+41.4259523,-079.6988145,22723873.16,,,,,,,,,,,,,,,,,,,,,,
"Paragould, AR",+36.0642221,-090.5119068,42099064.89,,,,,,,,,,,,,,,,,,,,,,
"Sheridan, AR",+34.3069986,-092.4072259,11669125.47,,,,,,,,,,,,,,,,,,,,,,
"Savannah, MO",+39.9387729,-094.8265918,8496757.737,,,,,,,,,,,,,,,,,,,,,,
"Kearney, NE",+40.7101449,-099.0684515,47403293.28,,,,,,,,,,,,,,,,,,,,,,
"Geneva, NY",+42.8308210,-076.9842543,44156744.5,,,,,,,,,,,,,,,,,,,,,,
"Bangor, ME",+44.7988654,-068.8066362,137213008.8,,,,,,,,,,,,,,,,,,,,,,
"Manistee, MI",+44.2282765,-086.3064401,23894024.02,,,,,,,,,,,,,,,,,,,,,,
"Rochester, NY",+43.1449671,-077.5771171,771672758.2,,,,,,,,,,,,,,,,,,,,,,
"Oxford, MS",+34.3645473,-089.5321581,63099843.14,,,,,,,,,,,,,,,,,,,,,,
"Albion, NY",+43.2457902,-078.1935780,7626919.977,,,,,,,,,,,,,,,,,,,,,,
"Florence, AL",+34.8151779,-087.6716496,141849668.2,,,,,,,,,,,,,,,,,,,,,,
"Greensburg, IN",+39.3488803,-085.5017576,22746337.87,,,,,,,,,,,,,,,,,,,,,,
"Medina, NY",+43.2182357,-078.3899587,8101492.823,,,,,,,,,,,,,,,,,,,,,,
"Philadelphia, PA--NJ--DE--MD",+39.9872279,-075.2884721,5050408058,,,,,,,,,,,,,,,,,,,,,,
"Alton, IL",+38.8985282,-090.1212656,156977293.5,,,,,,,,,,,,,,,,,,,,,,
"St. Louis, MO--IL",+38.6363760,-090.3414179,2389820986,,,,,,,,,,,,,,,,,,,,,,
"Creston, IA",+41.0591124,-094.3635798,11698453.4,,,,,,,,,,,,,,,,,,,,,,
"Cambridge, MD",+38.5599521,-076.0665434,22768183.82,,,,,,,,,,,,,,,,,,,,,,
"Paducah, KY--IL",+37.0502384,-088.6304560,107927567,,,,,,,,,,,,,,,,,,,,,,
"Bolivar, TN",+35.2641757,-089.0005443,12278316.97,,,,,,,,,,,,,,,,,,,,,,
"Newberry, SC",+34.2847302,-081.6148406,27013566.34,,,,,,,,,,,,,,,,,,,,,,
"Martinsville, VA",+36.6888523,-079.8895620,103270334.7,,,,,,,,,,,,,,,,,,,,,,
"Smithfield, VA",+36.9866036,-076.5993909,18659662.65,,,,,,,,,,,,,,,,,,,,,,
"Union, SC",+34.7247912,-081.6262933,23734014.35,,,,,,,,,,,,,,,,,,,,,,
"Lake Monticello, VA",+37.9152435,-078.3226035,17769563.69,,,,,,,,,,,,,,,,,,,,,,
"Sumter, SC",+33.9275298,-080.3944110,150543572.4,,,,,,,,,,,,,,,,,,,,,,
"Franklin, VA",+36.6824269,-076.9339576,16789824.87,,,,,,,,,,,,,,,,,,,,,,
"Virginia Beach--Norfolk, VA",+36.9143078,-076.2910797,1445113638,,,,,,,,,,,,,,,,,,,,,,
"Austin, MN",+43.6687667,-092.9766966,26275862.9,,,,,,,,,,,,,,,,,,,,,,
"Mukwonago, WI",+42.8702969,-088.3533713,43996415.58,,,,,,,,,,,,,,,,,,,,,,
"Greenfield, MA",+42.6082940,-072.5617145,37161824.26,,,,,,,,,,,,,,,,,,,,,,
"West Bend, WI",+43.4174792,-088.1829636,45399228.49,,,,,,,,,,,,,,,,,,,,,,
"Burnet, TX",+30.7632271,-098.2272904,9303315.551,,,,,,,,,,,,,,,,,,,,,,
"Marble Falls, TX",+30.5732487,-098.2786639,14800292.89,,,,,,,,,,,,,,,,,,,,,,
"Cherryville, NC",+35.3853132,-081.3748504,16028597.65,,,,,,,,,,,,,,,,,,,,,,
"Bridgeton, NJ",+39.4389842,-075.2295759,31985383.76,,,,,,,,,,,,,,,,,,,,,,
"Warren, PA",+41.8487896,-079.1469044,21316777.66,,,,,,,,,,,,,,,,,,,,,,
"Colonial Beach, VA",+38.2576666,-076.9716384,4507637.418,,,,,,,,,,,,,,,,,,,,,,
"Troy, AL",+31.7942078,-085.9668051,25427885.68,,,,,,,,,,,,,,,,,,,,,,
"Marshfield, MO",+37.3408708,-092.9089208,13829377.27,,,,,,,,,,,,,,,,,,,,,,
"Malvern, AR",+34.3684969,-092.8100844,17348414.58,,,,,,,,,,,,,,,,,,,,,,
"Kill Devil Hills--Nags Head, NC",+36.1032890,-075.7172995,89092853.69,,,,,,,,,,,,,,,,,,,,,,
"Ellenville, NY",+41.7259763,-074.3867237,8633388.369,,,,,,,,,,,,,,,,,,,,,,
"Mocksville, NC",+35.8997163,-080.5610952,16624447.56,,,,,,,,,,,,,,,,,,,,,,
"Batesville, AR",+35.7793936,-091.6305311,20334573.12,,,,,,,,,,,,,,,,,,,,,,
"Poughkeepsie--Newburgh, NY",+41.5966931,-073.9270649,552447768.3,,,,,,,,,,,,,,,,,,,,,,
"Kingston, NY",+41.9837136,-073.9949009,82679293.01,,,,,,,,,,,,,,,,,,,,,,
"Newark, NY",+43.0476737,-077.0663582,23131252.71,,,,,,,,,,,,,,,,,,,,,,
"Cincinnati, OH--KY",+39.1808005,-084.4605843,1970593992,,,,,,,,,,,,,,,,,,,,,,
"Caruthersville, MO",+36.1840981,-089.6656471,8419095.733,,,,,,,,,,,,,,,,,,,,,,
"Andalusia, AL",+31.3051956,-086.4794747,17879275.7,,,,,,,,,,,,,,,,,,,,,,
"Connersville, IN",+39.6551099,-085.1363635,19340240.98,,,,,,,,,,,,,,,,,,,,,,
"Skowhegan, ME",+44.7738240,-069.7180561,7599111.636,,,,,,,,,,,,,,,,,,,,,,
"Metropolis, IL",+37.1578876,-088.7286957,7745705.196,,,,,,,,,,,,,,,,,,,,,,
"Poplar Bluff, MO",+36.7869769,-090.4057733,40165738.24,,,,,,,,,,,,,,,,,,,,,,
"Harrisburg, PA",+40.2464475,-076.8770216,677397827.8,,,,,,,,,,,,,,,,,,,,,,
"Ware, MA",+42.2562054,-072.2528804,8257524.77,,,,,,,,,,,,,,,,,,,,,,
"Springfield, MA--CT",+42.1313937,-072.5829288,539586671.6,,,,,,,,,,,,,,,,,,,,,,
"Stafford Springs, CT",+41.9677506,-072.2954112,14123295.29,,,,,,,,,,,,,,,,,,,,,,
"Luling, TX",+29.6807837,-097.6460718,7275013.033,,,,,,,,,,,,,,,,,,,,,,
"San Marcos, TX",+29.8683606,-097.9374056,63788150.65,,,,,,,,,,,,,,,,,,,,,,
"Luverne, MN",+43.6548132,-096.2120007,5929343.586,,,,,,,,,,,,,,,,,,,,,,
"Rutland, VT",+43.6057144,-072.9797391,35910797.77,,,,,,,,,,,,,,,,,,,,,,
"Big Stone Gap, VA",+36.8649713,-082.7648849,17276637.75,,,,,,,,,,,,,,,,,,,,,,
"East Liverpool, OH--WV--PA",+40.6449724,-080.5788581,41842185.66,,,,,,,,,,,,,,,,,,,,,,
"St. Albans, VT",+44.8115382,-073.0844618,20602488.9,,,,,,,,,,,,,,,,,,,,,,
"Red Wing, MN",+44.5551064,-092.5455223,21395726.78,,,,,,,,,,,,,,,,,,,,,,
"St. Marys, PA",+41.4212770,-078.5349557,18657452.33,,,,,,,,,,,,,,,,,,,,,,
"Wytheville, VA",+36.9507831,-081.0873759,15519579.85,,,,,,,,,,,,,,,,,,,,,,
"York, PA",+39.9705105,-076.7187861,293302957.2,,,,,,,,,,,,,,,,,,,,,,
"Silsbee, TX",+30.3463044,-094.1663016,31509071.48,,,,,,,,,,,,,,,,,,,,,,
"Scott City, MO",+37.2210168,-089.5347188,12283527.3,,,,,,,,,,,,,,,,,,,,,,
"Lexington, NE",+40.7796184,-099.7449499,12238401.6,,,,,,,,,,,,,,,,,,,,,,
"Huntingburg, IN",+38.3010415,-086.9582449,9570136.678,,,,,,,,,,,,,,,,,,,,,,
"Jasper, IN",+38.3952168,-086.9407466,30013430.29,,,,,,,,,,,,,,,,,,,,,,
"Bath, NY",+42.3398458,-077.3128108,7768771.918,,,,,,,,,,,,,,,,,,,,,,
"Corning, NY",+42.1698595,-077.1200295,28455767.87,,,,,,,,,,,,,,,,,,,,,,
"Horse Cave, KY",+37.1589550,-085.9293251,9610629.532,,,,,,,,,,,,,,,,,,,,,,
"Hornell, NY",+42.3473295,-077.6687764,14960340.55,,,,,,,,,,,,,,,,,,,,,,
"Batesville, IN",+39.3008100,-085.2156722,14353568.75,,,,,,,,,,,,,,,,,,,,,,
"Ellijay, GA",+34.6731325,-084.5225960,34518095.59,,,,,,,,,,,,,,,,,,,,,,
"Cynthiana, KY",+38.3855599,-084.2952389,7883247.731,,,,,,,,,,,,,,,,,,,,,,
"Belfast, ME",+44.4168396,-068.9944595,9192523.885,,,,,,,,,,,,,,,,,,,,,,
"Brownsville, TN",+35.5953031,-089.2575878,19132119.35,,,,,,,,,,,,,,,,,,,,,,
"Decorah, IA",+43.3039103,-091.7827581,13571306.71,,,,,,,,,,,,,,,,,,,,,,
"Frederick, MD",+39.4063276,-077.3633569,209718915.1,,,,,,,,,,,,,,,,,,,,,,
"Waynesboro, PA--MD",+39.7407142,-077.5492380,28510126.06,,,,,,,,,,,,,,,,,,,,,,
"Monticello, IL",+40.0348092,-088.5736669,10158675.4,,,,,,,,,,,,,,,,,,,,,,
"Kinston, NC",+35.2906483,-077.6000439,46423715.24,,,,,,,,,,,,,,,,,,,,,,
"Springfield, MO",+37.1586499,-093.2800119,348213142.3,,,,,,,,,,,,,,,,,,,,,,
"Owatonna, MN",+44.0884758,-093.2282130,32417884.11,,,,,,,,,,,,,,,,,,,,,,
"Benton Harbor--Lincoln--St. Joseph, MI",+42.0522761,-086.4803807,139268117.2,,,,,,,,,,,,,,,,,,,,,,
"South Bend, IN--MI",+41.7080362,-086.2145521,391109496.3,,,,,,,,,,,,,,,,,,,,,,
"Corry, PA",+41.9264743,-079.6289295,10780289.49,,,,,,,,,,,,,,,,,,,,,,
"Worcester, MA--CT",+42.2312978,-071.7374261,704928445,,,,,,,,,,,,,,,,,,,,,,
"Beardstown, IL",+40.0114479,-090.4252610,5637798.805,,,,,,,,,,,,,,,,,,,,,,
"Frankfort, IN",+40.2803555,-086.5255607,19388835.25,,,,,,,,,,,,,,,,,,,,,,
"Breese, IL",+38.6152429,-089.5243925,6068054.39,,,,,,,,,,,,,,,,,,,,,,
"Cumberland, MD--WV--PA",+39.6431681,-078.8062552,82769656.85,,,,,,,,,,,,,,,,,,,,,,
"Chambersburg, PA",+39.9426143,-077.6314959,89833450,,,,,,,,,,,,,,,,,,,,,,
"Rome, GA",+34.2650802,-085.1903071,118853415.8,,,,,,,,,,,,,,,,,,,,,,
"Marion Oaks, FL",+29.0037506,-082.1962025,42305449.67,,,,,,,,,,,,,,,,,,,,,,
"Ocala, FL",+29.1606581,-082.1363784,324326214.5,,,,,,,,,,,,,,,,,,,,,,
"Rockmart, GA",+34.0055658,-085.0575188,21449926.22,,,,,,,,,,,,,,,,,,,,,,
"Bellows Falls, VT--NH",+43.1314723,-072.4497638,6382940.412,,,,,,,,,,,,,,,,,,,,,,
"Walnut Ridge, AR",+36.0625960,-090.9680103,13385098.15,,,,,,,,,,,,,,,,,,,,,,
"Rolla, MO",+37.9468134,-091.7633108,30010072.12,,,,,,,,,,,,,,,,,,,,,,
"Hammonton, NJ",+39.6372212,-074.7932481,21773868.77,,,,,,,,,,,,,,,,,,,,,,
"Fremont, NE",+41.4420284,-096.4972735,36510120.94,,,,,,,,,,,,,,,,,,,,,,
"Gastonia, NC",+35.2585090,-081.1301667,326111031.9,,,,,,,,,,,,,,,,,,,,,,
"Cullman, AL",+34.1688199,-086.8423345,56112033.34,,,,,,,,,,,,,,,,,,,,,,
"Penn Yan, NY",+42.6551329,-077.0591968,26083146.83,,,,,,,,,,,,,,,,,,,,,,
"New Castle, IN",+39.9150113,-085.3696080,19915357.65,,,,,,,,,,,,,,,,,,,,,,
"Perry, NY",+42.7134599,-078.0122737,7540264.723,,,,,,,,,,,,,,,,,,,,,,
"Amory, MS",+33.9836346,-088.4789319,14547217.15,,,,,,,,,,,,,,,,,,,,,,
"Linton, IN",+39.0373986,-087.1635926,7716927.044,,,,,,,,,,,,,,,,,,,,,,
"Selma, AL",+32.4240901,-087.0568535,47705900.74,,,,,,,,,,,,,,,,,,,,,,
"Jasper, GA",+34.4685784,-084.4442413,21405996.16,,,,,,,,,,,,,,,,,,,,,,
"Portland, IN",+40.4311157,-084.9930518,10785486.19,,,,,,,,,,,,,,,,,,,,,,
"Nicholasville, KY",+37.8953886,-084.5649740,31144978.18,,,,,,,,,,,,,,,,,,,,,,
"Fort Payne, AL",+34.4514154,-085.7197459,22423192.8,,,,,,,,,,,,,,,,,,,,,,
"Picayune, MS",+30.5268710,-089.6779198,41524768.92,,,,,,,,,,,,,,,,,,,,,,
"Atmore, AL",+31.0250743,-087.4886876,13272074,,,,,,,,,,,,,,,,,,,,,,
"Bay Minette, AL",+30.8817208,-087.7776384,18157857.43,,,,,,,,,,,,,,,,,,,,,,
"McComb, MS",+31.2528761,-090.4561057,34096070.22,,,,,,,,,,,,,,,,,,,,,,
"Gadsden, AL",+33.9851710,-086.0275685,163786441,,,,,,,,,,,,,,,,,,,,,,
"North Vernon, IN",+39.0062788,-085.6305211,13270706.65,,,,,,,,,,,,,,,,,,,,,,
"Danville, KY",+37.6292840,-084.7782702,35396102.22,,,,,,,,,,,,,,,,,,,,,,
"Robertsdale, AL",+30.5417229,-087.7039460,15244003.77,,,,,,,,,,,,,,,,,,,,,,
"Mountain Lake Park, MD",+39.4084508,-079.3882395,11369109.67,,,,,,,,,,,,,,,,,,,,,,
"Brattleboro, VT",+42.8587194,-072.5744440,15073100.8,,,,,,,,,,,,,,,,,,,,,,
